activity_id,deal_id,rep_id,activity_type,activity_date,duration_mins,outcome,notes,activity_month,is_positive
A002382,D00197,R005,Email,2023-10-05,120,Negative,Sent pricing deck,2023-10,False
A002383,D01077,R005,Email,2023-04-20,15,Positive,Budget approved,2023-04,True
A002384,D00480,R003,Email,2023-08-01,30,Neutral,Follow up scheduled,2023-08,False
A002385,D00890,R005,Proposal Sent,2023-09-04,120,Neutral,Sent pricing deck,2023-09,False
A002386,D00925,R001,Meeting,2023-06-17,120,Neutral,Stakeholder meeting set,2023-06,False
A002387,D00123,R004,Call,2024-05-12,15,Negative,Sent pricing deck,2024-05,False
A002388,D00778,R005,Proposal Sent,2023-06-27,90,Positive,Decision deferred,2023-06,True
A002389,D00348,R003,Follow-up,2024-07-27,30,Positive,Awaiting legal review,2024-07,True
A002390,D00029,R004,Follow-up,2023-03-23,120,Positive,,2023-03,True
A002391,D00975,R004,Call,2023-06-26,60,No Response,Awaiting legal review,2023-06,False
A002392,D00035,R001,Email,2024-06-11,45,No Response,Sent pricing deck,2024-06,False
A002393,D00623,R003,Meeting,2023-06-14,15,Positive,Champion confirmed,2023-06,True
A002394,D00589,R004,Proposal Sent,2024-12-30,90,Positive,Sent pricing deck,2024-12,True
A002395,D01171,R005,Proposal Sent,2023-07-17,60,Positive,Stakeholder meeting set,2023-07,True
A002396,D01091,R002,Email,2024-04-10,15,Positive,Champion confirmed,2024-04,True
A002397,D00904,R001,Call,2023-11-25,15,Negative,Champion confirmed,2023-11,False
A002398,D00520,R004,Demo,2024-04-23,90,Positive,Follow up scheduled,2024-04,True
A002399,D00122,R004,Email,2023-11-10,45,No Response,,2023-11,False
A002400,D00340,R003,Meeting,2024-01-31,45,Positive,,2024-01,True
A002401,D00175,R005,Demo,2023-09-22,120,Positive,,2023-09,True
A002402,D00597,R003,Call,2023-10-01,15,Negative,Champion confirmed,2023-10,False
A002403,D00451,R001,Meeting,2023-12-15,15,Negative,,2023-12,False
A002404,D00557,R003,Proposal Sent,2024-09-08,120,Positive,Follow up scheduled,2024-09,True
A002405,D01160,R001,Follow-up,2024-07-10,60,No Response,Follow up scheduled,2024-07,False
A002406,D01040,R005,Proposal Sent,2023-12-23,90,Positive,Champion confirmed,2023-12,True
A002407,D00009,R002,Meeting,2023-10-08,60,No Response,Follow up scheduled,2023-10,False
A002408,D00334,R002,Demo,2024-03-13,90,Neutral,Awaiting legal review,2024-03,False
A002409,D01017,R001,Proposal Sent,2024-03-29,60,Positive,Champion confirmed,2024-03,True
A002410,D00327,R005,Follow-up,2024-02-08,30,No Response,Champion confirmed,2024-02,False
A002411,D00015,R004,Follow-up,2024-12-05,60,Positive,,2024-12,True
A002412,D00839,R005,Follow-up,2023-08-29,120,Positive,Follow up scheduled,2023-08,True
A002413,D00226,R005,Email,2023-08-11,90,Neutral,Sent pricing deck,2023-08,False
A002414,D00113,R003,Follow-up,2024-05-23,15,Neutral,Champion confirmed,2024-05,False
A002415,D00001,R003,Call,2023-04-19,30,Positive,Follow up scheduled,2023-04,True
A002416,D00266,R002,Meeting,2024-06-11,45,No Response,,2024-06,False
A002417,D00952,R003,Demo,2023-07-31,120,Neutral,Champion confirmed,2023-07,False
A002418,D00306,R003,Follow-up,2024-01-12,30,Positive,Stakeholder meeting set,2024-01,True
A002419,D00012,R004,Follow-up,2024-09-25,15,Negative,,2024-09,False
A002420,D00937,R005,Call,2024-03-24,90,No Response,Stakeholder meeting set,2024-03,False
A002421,D00420,R005,Proposal Sent,2023-10-24,120,Positive,Stakeholder meeting set,2023-10,True
A002422,D00889,R003,Demo,2024-05-04,120,Positive,Stakeholder meeting set,2024-05,True
A002423,D00171,R002,Email,2023-04-29,30,Neutral,Sent pricing deck,2023-04,False
A002424,D00134,R003,Proposal Sent,2023-09-19,60,Negative,Champion confirmed,2023-09,False
A002425,D00965,R001,Demo,2023-08-12,90,No Response,Champion confirmed,2023-08,False
A002426,D01049,R001,Meeting,2024-08-19,90,Neutral,Champion confirmed,2024-08,False
A002427,D01165,R004,Follow-up,2024-06-18,60,Positive,Champion confirmed,2024-06,True
A002428,D00658,R005,Call,2024-11-05,90,Positive,Budget approved,2024-11,True
A002429,D01116,R004,Call,2024-07-02,60,Positive,Stakeholder meeting set,2024-07,True
A002430,D00179,R004,Demo,2024-10-31,60,Neutral,Budget approved,2024-10,False
A002431,D01080,R004,Meeting,2024-10-27,120,Neutral,Budget approved,2024-10,False
A002432,D01179,R005,Meeting,2024-09-15,30,Neutral,Sent pricing deck,2024-09,False
A002433,D00111,R001,Email,2024-06-12,60,Positive,,2024-06,True
A002434,D00137,R002,Demo,2023-02-12,30,Neutral,,2023-02,False
A002435,D00232,R002,Email,2024-12-07,15,Positive,Budget approved,2024-12,True
A002436,D00992,R001,Proposal Sent,2024-06-25,15,Positive,Budget approved,2024-06,True
A002437,D00468,R004,Email,2023-06-05,45,Neutral,Sent pricing deck,2023-06,False
A002438,D00732,R002,Demo,2024-12-15,120,Positive,Awaiting legal review,2024-12,True
A002439,D00481,R002,Email,2023-09-24,15,Neutral,Awaiting legal review,2023-09,False
A002440,D01092,R003,Email,2024-07-26,45,Positive,Follow up scheduled,2024-07,True
A002441,D00814,R004,Call,2024-10-15,60,Positive,Decision deferred,2024-10,True
A002442,D00994,R003,Follow-up,2024-10-08,120,Positive,Stakeholder meeting set,2024-10,True
A002443,D00323,R004,Demo,2024-01-20,120,Neutral,Awaiting legal review,2024-01,False
A002444,D00922,R002,Demo,2023-10-08,30,Negative,Champion confirmed,2023-10,False
A002445,D00904,R001,Proposal Sent,2023-10-04,45,No Response,Champion confirmed,2023-10,False
A002446,D00606,R003,Meeting,2023-11-24,15,No Response,Follow up scheduled,2023-11,False
A002447,D00429,R003,Demo,2024-02-04,120,Positive,Stakeholder meeting set,2024-02,True
A002448,D00148,R003,Demo,2023-04-04,90,Positive,Awaiting legal review,2023-04,True
A002449,D01142,R004,Meeting,2023-04-17,15,Positive,Follow up scheduled,2023-04,True
A002450,D00850,R003,Email,2023-12-09,15,Neutral,Awaiting legal review,2023-12,False
A002451,D00367,R004,Call,2024-11-27,30,Neutral,Decision deferred,2024-11,False
A002452,D00850,R003,Proposal Sent,2023-09-20,60,Negative,,2023-09,False
A002453,D01090,R002,Follow-up,2024-12-15,30,Neutral,,2024-12,False
A002454,D00813,R001,Meeting,2024-12-11,90,Positive,Stakeholder meeting set,2024-12,True
A002455,D00175,R005,Email,2023-10-18,90,Positive,,2023-10,True
A002456,D00588,R004,Proposal Sent,2024-06-15,30,Positive,Sent pricing deck,2024-06,True
A002457,D00495,R004,Follow-up,2024-06-13,45,Positive,Sent pricing deck,2024-06,True
A002458,D00973,R005,Call,2023-09-25,60,Negative,Budget approved,2023-09,False
A002459,D01138,R005,Email,2024-05-13,30,Positive,Budget approved,2024-05,True
A002460,D01135,R003,Demo,2023-04-12,30,No Response,,2023-04,False
A002461,D01171,R005,Meeting,2023-07-08,15,Positive,Awaiting legal review,2023-07,True
A002462,D00035,R001,Meeting,2024-05-02,90,Positive,Stakeholder meeting set,2024-05,True
A002463,D00999,R002,Email,2024-12-30,45,Negative,Stakeholder meeting set,2024-12,False
A002464,D00538,R005,Demo,2023-04-12,90,Negative,Awaiting legal review,2023-04,False
A002465,D00750,R002,Demo,2023-06-12,45,Positive,Sent pricing deck,2023-06,True
A002466,D01038,R002,Follow-up,2024-12-09,120,No Response,Awaiting legal review,2024-12,False
A002467,D00374,R005,Meeting,2023-11-01,45,Positive,Follow up scheduled,2023-11,True
A002468,D00557,R003,Email,2024-06-19,60,No Response,Sent pricing deck,2024-06,False
A002469,D00233,R001,Meeting,2023-12-07,30,Positive,,2023-12,True
A002470,D00705,R005,Follow-up,2024-05-01,45,Neutral,Stakeholder meeting set,2024-05,False
A002471,D00563,R002,Call,2024-07-02,30,Positive,Sent pricing deck,2024-07,True
A002472,D00939,R002,Meeting,2024-12-17,120,Positive,Champion confirmed,2024-12,True
A002473,D00887,R003,Meeting,2024-10-08,45,No Response,,2024-10,False
A002474,D00726,R001,Email,2024-06-28,120,No Response,Follow up scheduled,2024-06,False
A002475,D00076,R002,Email,2024-10-31,60,Positive,Sent pricing deck,2024-10,True
A002476,D00439,R001,Follow-up,2023-11-03,120,Neutral,Stakeholder meeting set,2023-11,False
A002477,D00699,R005,Meeting,2024-10-06,15,Negative,Champion confirmed,2024-10,False
A002478,D00915,R003,Demo,2023-06-18,90,Positive,Budget approved,2023-06,True
A002479,D00891,R002,Follow-up,2024-09-22,45,Positive,Champion confirmed,2024-09,True
A002480,D00692,R004,Follow-up,2023-04-25,45,Negative,Champion confirmed,2023-04,False
A002481,D00253,R001,Call,2023-12-10,60,Positive,,2023-12,True
A002482,D01150,R005,Demo,2024-03-26,60,Neutral,Sent pricing deck,2024-03,False
A002483,D01061,R001,Call,2024-12-09,15,No Response,Awaiting legal review,2024-12,False
A002484,D00410,R001,Meeting,2024-12-22,45,Neutral,,2024-12,False
A002485,D00127,R004,Email,2023-03-23,45,Neutral,Decision deferred,2023-03,False
A002486,D01192,R001,Follow-up,2023-07-24,120,No Response,,2023-07,False
A002487,D00592,R001,Follow-up,2023-12-06,90,Negative,Budget approved,2023-12,False
A002488,D00294,R001,Follow-up,2024-07-28,15,Neutral,Sent pricing deck,2024-07,False
A002489,D01020,R001,Meeting,2023-01-15,15,Positive,Awaiting legal review,2023-01,True
A002490,D00310,R002,Demo,2023-05-24,60,Negative,Sent pricing deck,2023-05,False
A002491,D00662,R001,Proposal Sent,2024-12-09,90,Positive,,2024-12,True
A002492,D00528,R002,Demo,2024-04-01,30,Negative,Budget approved,2024-04,False
A002493,D00540,R003,Meeting,2023-10-15,30,No Response,Stakeholder meeting set,2023-10,False
A002494,D00419,R004,Call,2024-11-03,30,Neutral,,2024-11,False
A002495,D00444,R005,Proposal Sent,2024-07-09,120,Negative,,2024-07,False
A002496,D00685,R002,Email,2023-03-02,15,Neutral,Sent pricing deck,2023-03,False
A002497,D00840,R002,Demo,2024-12-26,30,Positive,Sent pricing deck,2024-12,True
A002498,D00236,R005,Email,2023-03-28,120,Negative,Follow up scheduled,2023-03,False
A002499,D00214,R005,Call,2024-12-09,30,Neutral,Follow up scheduled,2024-12,False
A002500,D00085,R005,Meeting,2023-12-28,120,Neutral,Follow up scheduled,2023-12,False
A002501,D00794,R002,Proposal Sent,2023-12-03,60,Positive,Champion confirmed,2023-12,True
A002502,D00085,R005,Call,2023-12-20,90,Neutral,Stakeholder meeting set,2023-12,False
A002503,D00065,R003,Email,2024-06-17,60,Positive,Decision deferred,2024-06,True
A002504,D00663,R004,Follow-up,2023-10-16,15,Negative,Champion confirmed,2023-10,False
A002505,D00627,R005,Follow-up,2023-06-23,60,Positive,Follow up scheduled,2023-06,True
A002506,D00064,R001,Email,2024-12-29,30,Neutral,Follow up scheduled,2024-12,False
A002507,D00939,R002,Follow-up,2024-11-10,90,Negative,Awaiting legal review,2024-11,False
A002508,D00919,R004,Follow-up,2024-08-07,120,Negative,Champion confirmed,2024-08,False
A002509,D01182,R002,Email,2024-11-09,60,Negative,Follow up scheduled,2024-11,False
A002510,D00491,R005,Proposal Sent,2023-09-28,30,Positive,Budget approved,2023-09,True
A002511,D00313,R002,Call,2023-10-13,120,Neutral,Awaiting legal review,2023-10,False
A002512,D00615,R005,Follow-up,2023-07-12,45,Neutral,Awaiting legal review,2023-07,False
A002513,D00919,R004,Follow-up,2024-08-09,30,Neutral,Stakeholder meeting set,2024-08,False
A002514,D00813,R001,Meeting,2024-12-01,45,Neutral,Budget approved,2024-12,False
A002515,D00940,R003,Meeting,2024-12-22,45,Neutral,Awaiting legal review,2024-12,False
A002516,D01112,R001,Meeting,2023-06-18,45,Neutral,Sent pricing deck,2023-06,False
A002517,D00680,R005,Proposal Sent,2024-12-28,30,Neutral,,2024-12,False
A002518,D00435,R004,Demo,2023-07-05,60,Neutral,Stakeholder meeting set,2023-07,False
A002519,D00682,R004,Email,2023-12-09,30,Positive,Decision deferred,2023-12,True
A002520,D01159,R003,Call,2023-11-28,15,Positive,Decision deferred,2023-11,True
A002521,D01074,R004,Proposal Sent,2023-08-02,30,Positive,Decision deferred,2023-08,True
A002522,D00340,R003,Follow-up,2024-02-10,60,Neutral,Budget approved,2024-02,False
A002523,D00347,R005,Call,2024-11-13,45,No Response,Champion confirmed,2024-11,False
A002524,D00646,R004,Email,2024-12-29,90,No Response,Follow up scheduled,2024-12,False
A002525,D00649,R004,Demo,2023-03-31,15,Negative,Champion confirmed,2023-03,False
A002526,D00245,R005,Email,2024-04-16,60,Neutral,Decision deferred,2024-04,False
A002527,D00109,R005,Call,2023-07-29,45,Neutral,,2023-07,False
A002528,D00533,R003,Email,2024-10-08,30,Positive,Champion confirmed,2024-10,True
A002529,D01114,R001,Follow-up,2024-08-03,90,Neutral,Follow up scheduled,2024-08,False
A002530,D00296,R001,Follow-up,2024-10-08,45,Negative,Champion confirmed,2024-10,False
A002531,D00112,R004,Follow-up,2023-07-30,60,Neutral,Champion confirmed,2023-07,False
A002532,D00343,R005,Call,2023-06-01,60,Neutral,Champion confirmed,2023-06,False
A002533,D00101,R003,Call,2024-06-07,30,Neutral,Stakeholder meeting set,2024-06,False
A002534,D00629,R002,Meeting,2024-10-19,30,Negative,Champion confirmed,2024-10,False
A002535,D00028,R001,Call,2023-05-08,30,Neutral,Decision deferred,2023-05,False
A002536,D00937,R005,Demo,2024-03-24,90,Positive,Follow up scheduled,2024-03,True
A002537,D00058,R001,Call,2024-06-02,120,Neutral,Follow up scheduled,2024-06,False
A002538,D00297,R003,Proposal Sent,2023-02-18,120,Neutral,Decision deferred,2023-02,False
A002539,D00134,R003,Call,2023-08-19,45,No Response,Follow up scheduled,2023-08,False
A002540,D00249,R005,Follow-up,2024-01-03,60,Positive,Champion confirmed,2024-01,True
A002541,D01021,R004,Call,2023-05-09,30,Neutral,Champion confirmed,2023-05,False
A002542,D00550,R002,Demo,2023-06-26,45,Positive,Sent pricing deck,2023-06,True
A002543,D00902,R005,Demo,2024-10-02,120,Neutral,Follow up scheduled,2024-10,False
A002544,D01099,R004,Meeting,2023-10-23,30,Neutral,Stakeholder meeting set,2023-10,False
A002545,D00834,R002,Follow-up,2024-04-03,120,Positive,Awaiting legal review,2024-04,True
A002546,D01192,R001,Follow-up,2023-06-14,60,Neutral,Awaiting legal review,2023-06,False
A002547,D00771,R002,Demo,2023-03-30,120,Positive,Budget approved,2023-03,True
A002548,D00146,R005,Follow-up,2024-04-09,30,Positive,,2024-04,True
A002549,D00893,R001,Follow-up,2024-10-31,90,Negative,,2024-10,False
A002550,D00344,R001,Follow-up,2024-11-30,30,Neutral,Follow up scheduled,2024-11,False
A002551,D01059,R003,Call,2023-09-28,120,Positive,,2023-09,True
A002552,D00702,R001,Follow-up,2024-03-24,90,Neutral,Stakeholder meeting set,2024-03,False
A002553,D00001,R003,Call,2023-06-05,45,Negative,Decision deferred,2023-06,False
A002554,D00153,R004,Proposal Sent,2023-06-11,30,Neutral,Follow up scheduled,2023-06,False
A002555,D00429,R003,Proposal Sent,2024-02-07,60,Neutral,,2024-02,False
A002556,D00508,R004,Follow-up,2024-04-28,120,Neutral,Champion confirmed,2024-04,False
A002557,D01150,R005,Call,2024-03-21,15,Neutral,Follow up scheduled,2024-03,False
A002558,D00491,R005,Call,2023-08-16,15,Neutral,Stakeholder meeting set,2023-08,False
A002559,D00345,R001,Proposal Sent,2024-01-28,120,Neutral,Stakeholder meeting set,2024-01,False
A002560,D00221,R002,Demo,2024-08-29,15,Neutral,Follow up scheduled,2024-08,False
A002561,D00723,R001,Demo,2023-04-07,15,Positive,Awaiting legal review,2023-04,True
A002562,D01049,R001,Follow-up,2024-10-16,120,Neutral,Follow up scheduled,2024-10,False
A002563,D00528,R002,Follow-up,2024-04-06,60,Positive,Budget approved,2024-04,True
A002564,D00841,R004,Meeting,2024-12-28,60,Positive,Budget approved,2024-12,True
A002565,D01066,R005,Proposal Sent,2024-02-15,90,Neutral,Awaiting legal review,2024-02,False
A002566,D00481,R002,Call,2023-07-03,90,Neutral,Sent pricing deck,2023-07,False
A002567,D00930,R003,Follow-up,2023-06-14,15,Positive,Stakeholder meeting set,2023-06,True
A002568,D00872,R004,Demo,2023-10-29,30,No Response,Awaiting legal review,2023-10,False
A002569,D00345,R001,Call,2023-11-14,15,Positive,Awaiting legal review,2023-11,True
A002570,D00045,R001,Follow-up,2023-05-14,60,Positive,Awaiting legal review,2023-05,True
A002571,D00021,R005,Proposal Sent,2024-11-25,90,Positive,Stakeholder meeting set,2024-11,True
A002572,D01094,R004,Proposal Sent,2023-12-29,45,Positive,Stakeholder meeting set,2023-12,True
A002573,D00873,R004,Follow-up,2023-02-18,45,Neutral,Awaiting legal review,2023-02,False
A002574,D00048,R005,Follow-up,2024-12-31,120,Positive,Sent pricing deck,2024-12,True
A002575,D00551,R001,Email,2024-12-06,90,Neutral,Follow up scheduled,2024-12,False
A002576,D00287,R005,Call,2024-07-12,120,No Response,Follow up scheduled,2024-07,False
A002577,D01002,R005,Call,2023-09-08,120,Negative,,2023-09,False
A002578,D01034,R004,Call,2024-03-30,60,Neutral,Champion confirmed,2024-03,False
A002579,D00542,R004,Follow-up,2024-12-08,30,Positive,Awaiting legal review,2024-12,True
A002580,D00756,R002,Meeting,2023-07-05,30,Negative,Decision deferred,2023-07,False
A002581,D00274,R002,Follow-up,2023-03-17,30,Positive,,2023-03,True
A002582,D00956,R003,Proposal Sent,2023-12-24,30,Neutral,Sent pricing deck,2023-12,False
A002583,D00600,R003,Follow-up,2024-08-20,60,Positive,Sent pricing deck,2024-08,True
A002584,D00381,R001,Email,2024-07-03,15,Neutral,Budget approved,2024-07,False
A002585,D00479,R005,Proposal Sent,2024-07-03,60,Positive,Follow up scheduled,2024-07,True
A002586,D00015,R004,Call,2024-12-20,120,Positive,Budget approved,2024-12,True
A002587,D00516,R001,Meeting,2024-10-30,90,No Response,Champion confirmed,2024-10,False
A002588,D00191,R005,Meeting,2024-12-30,90,Positive,Stakeholder meeting set,2024-12,True
A002589,D01192,R001,Demo,2023-06-21,15,Neutral,Awaiting legal review,2023-06,False
A002590,D00621,R003,Email,2024-01-08,90,Neutral,Champion confirmed,2024-01,False
A002591,D01161,R003,Email,2023-12-10,60,Positive,Stakeholder meeting set,2023-12,True
A002592,D00154,R002,Proposal Sent,2023-04-25,15,Positive,Stakeholder meeting set,2023-04,True
A002593,D00272,R001,Meeting,2024-11-22,30,Negative,Awaiting legal review,2024-11,False
A002594,D00143,R005,Proposal Sent,2023-12-29,45,Positive,,2023-12,True
A002595,D01093,R003,Call,2024-07-16,120,No Response,Champion confirmed,2024-07,False
A002596,D00247,R005,Meeting,2024-10-09,90,No Response,Stakeholder meeting set,2024-10,False
A002597,D00788,R003,Proposal Sent,2023-01-25,90,Positive,Stakeholder meeting set,2023-01,True
A002598,D00079,R002,Meeting,2023-11-06,45,No Response,Sent pricing deck,2023-11,False
A002599,D00623,R003,Call,2023-04-29,60,Neutral,Budget approved,2023-04,False
A002600,D00525,R001,Meeting,2024-03-20,60,Positive,Champion confirmed,2024-03,True
A002601,D00772,R002,Demo,2023-07-09,30,Negative,Stakeholder meeting set,2023-07,False
A002602,D00938,R001,Proposal Sent,2024-04-15,60,Neutral,Champion confirmed,2024-04,False
A002603,D01119,R002,Email,2024-02-26,60,Positive,Stakeholder meeting set,2024-02,True
A002604,D00617,R004,Call,2023-10-04,30,Positive,Awaiting legal review,2023-10,True
A002605,D01032,R003,Meeting,2024-04-30,90,No Response,Decision deferred,2024-04,False
A002606,D00067,R005,Call,2024-12-20,45,Negative,Champion confirmed,2024-12,False
A002607,D00191,R005,Demo,2024-12-20,90,Neutral,Stakeholder meeting set,2024-12,False
A002608,D00768,R003,Email,2024-11-12,30,Negative,Stakeholder meeting set,2024-11,False
A002609,D00521,R005,Email,2023-06-24,30,Neutral,Sent pricing deck,2023-06,False
A002610,D00990,R002,Proposal Sent,2023-08-20,90,Positive,Stakeholder meeting set,2023-08,True
